form,pos,sense,lu
sarāqu,verb,scatter;strew,
šarāqu,verb,be(come) abducted;steal,
sarāru,verb,lie habitually?,
ṣarāru,verb,flare up;flare;flash;make libation,
šarāṣu,verb,(meaning unknown),
šarāṭu,verb,rend,
ṣarbatu,noun,poplar,
sarbu,noun,tallow?,
šarbu,noun,cold weather;shower;squash,
sarhu,adj,(a qualification of wine),
sarhu,adj,ecstatic,
šarhu,adj,glorious;proud;splendid (one);splendid,
ṣarhu,adj,hot,
ṣarhu,,,LU
ṣarhūtu,noun,served hot,
sariam,noun,(coat of) armour,
sariānu,,,LU
ṣārip dušê,noun,tanner of coloured leather,
ṣāripu,noun,dyer,
ṣāriru,noun,(a gold alloy),
ṣāritu,noun,farter,
šarku,adj,given,
šarku,noun,pus,
sarmu,,,LU
šarmu,adj,sharply incised,
šarmu,,,LU
ṣarpiš,adv,bitterly,
šarpu,noun,burnt;combustible,
šarpu,adj,burnt,
ṣarpu,adj,dyed (red);dyed,
ṣarpu,noun,silver,
ṣarpu,,,LU
šarqu,adj,stolen,
šarqūtu,noun,theft,
šarrabu,noun,(a demon),
šarrāku,noun,donor(?),
sarrāniš,adv,like a thief,
ṣarrāp kaspi,noun,silversmith,
ṣarrāpu,noun,goldsmith,
šarrāqu,noun,thief,
šarratu,noun,lady;queen,
sarriqtu,noun,(meaning uncertain),
sarru,noun,thief,
sarru,adj,evildoer;falsehood;thief,
šarru,adj,bent,
šarru,noun,king;queen?,
šarru,,,LU
ṣarru,noun,sheaf,
šarru-ana-dīni-lā-iqūl,noun,If a king does not heed justice',
sarruru,verb,pray to;pray;praying,
ṣarruru,adj,making libation,
sarrūtu,noun,dishonesty,
šarrūtu,noun,kingship;reign,
šarrūtu,,,LU
šaršarānu,noun,traitor,
sarsarru,noun,traitor,
ṣarṣaru,noun,(a water vessel),
šaršaruttu,noun,position of king of kings,
sartatti,adv,deceptively,
sartennu,noun,chief judge,
sartu,noun,fine;fraud;punishment,
šārtu,noun,hair;wool,
šārtu,,,LU
sâru,,,LU
sāru,noun,broom;palm frond;whisk,
šarû,verb,be(come) rich,
šarû,adj,rich man,
šarû,adj,rich (person),
šāru,noun,breath;breeze;direction;empty talk;lies;wind,
šāru,,,LU
šarūru,noun,brilliance;radiance;ray,
šâša,IP,her;that,
šašallu,noun,hoof tendon;tendon,
šaṣbutu,adj,provided,
šaṣbutu,noun,preparation;provisions;supplies,
sasin qašti,noun,bow-maker,
šâšina,DP,these,
sasinnu,noun,bow-maker,
sasinnu,noun,jeweller,
sasqû,noun,fine flour,
šaššantu,noun,sun-disc,
sassu,noun,base-board (of a chariot);base-board,
šaššūgu,noun,(a tree),
šassukku,noun,bookkeeper,
sassurtu,noun,(female genitalia),
šasû,verb,be(come) read out;call (out);call out;call upon;constant reading out;cry out constantly;cry out;keep calling upon;keep crying out;read out constantly;read out;reading;roar;shout;sing;summon,
šasû,,,LU
šâšu,IP,(to/of) him,
šâšu,IP,him;that,
šāšu,IP,him,
šasummu,noun,(meaning unknown),
šâšunu,IP,(to/of) them;them,
šāt-mūši,adv,night-time,
šāt-mūši,noun,night-time,
šāt-urri,noun,morning watch,
šatāhu,verb,straighten,
šatammu,noun,chief temple administrator,
šatammūtu,noun,position of chief temple administrator;position of the chief temple administrator;post of šatammu,
šaṭāru,noun,tablet,
šaṭāru,verb,be(come) written;have inscribed;write;writing,
šaṭāru,,,LU
šatbû,adj,removed,
šathu,adj,elongated,
šâtina,DP,these,
šatīši,adv,(meaning unknown),
šatqu,adj,cut,
šaṭru,adj,written,
šattišam,adv,yearly,
šattu,noun,in the year;seasonal;year,
sattukku,noun,regular offering,
sattuku,,,LU
šatû,verb,drink;drink;drinking;pour,
šatû,,,LU
šâṭu,verb,despise;ignore;neglect,
šâṭu,verb,draw;pull,
šâtunu,DP,these;those,
šâtunu,DP,those,
šawiru,noun,bracelet;ring;shackle;torc,
šawirum,noun,bracelet,
sāyu,adj,(a qualification of textiles;perhaps 'knotted'),
ṣayyattu,noun,(meaning unknown),
šazamû,noun,wine flask,
šazbussu,noun,consignment;delivery,
saʾidu,noun,(meaning uncertain),
šāʾilu,noun,seer,
šâʾu,verb,fly,
saʾʾu,adj,(meaning unknown),
šaʾʾurtu,noun,dirt,
še'û,,,LU
sebe,NU,seven,
šebēru,verb,break;smash,
sebîšu,adv,seven times,
sebīšu,adv,seven times,
šebru,adj,broken piece,
šebû,verb,be(come) sated with;be(come) satisfied with;enjoy;fill with;get sated;satisfaction,
šebû,verb,satisfaction,
šebû,adj,satisfied,
sêdu,,,LU
šedû,,,LU
šēdu,noun,(a demon);protective deity,
šēdu,,,LU
segû,verb,go off;move about,
šegû,adj,howling,
šegunû,noun,grain crop,
ṣehertu,noun,young girl,
ṣehēru,noun,(time of) youth,
ṣehēru,verb,be(come) reduced;be(come) small;childhood;decrease;diminish;lessen;make small;minority;reduce;reduction;youth,
ṣehhertu,noun,young girl,
ṣehheru,adj,thin bread,
sehlu,noun,stab (of pain),
sehpu,noun,bast,
sehru,noun,return,
ṣehru,adj,apprentice?;apprentice;junior;little;manservant;manservant;small (one);small (person);small one;small;young boy;young child;young,
šehṭu,adj,angry,
šehṭu,noun,incursion;rinsing,
šēhtu,noun,censer,
sehû,verb,rebel;revolt,
sēhû,noun,rebel,
sekēru,verb,fire (bricks);fire,
sekēru,verb,block up;dam,
sekēru,,,LU
sekret ēkalli,noun,palace woman,
sekretu,noun,concubine;enclosed (woman);palace woman,
šēlebu,noun,fox,
šeleppāyu,noun,(a type of craftsman);architect,
šelû,verb,be(come) neglectful;be(come) negligent;disregard,
šelû,adj,despised,
šelû,adj,neglectful,
šêlu,,,LU
šēlu,noun,(meaning unknown),
šēlu,adj,sharp,
šēlu,,,LU
ṣēlu,noun,rib cut;rib,
šēlūʾutu,noun,votaress;votary;votive gift,
šemû,verb,attention;be(come) heard;constantly listen to;hear;hearing;inform;keep listening to;listen to;listening;make known;make listen to;make someone hear;obedience;obey;understanding,
šemû,adj,being informed;heard;listening to;receptive,
šemû,adj,informed,
šēmû,noun,one who hears,
šemuru,noun,bracelet,
šēnu,,,LU
ṣênu,verb,load (up),
ṣēnu,adj,wicked,
ṣēnu,noun,flock (of sheep and goats);flock of sheep,
sepēru,verb,write (in Aramaic script),
šēpītu,noun,foot (of furniture);foot,
sēpu,noun,(a kind of bread);pollen?,
sēpû,noun,felt-worker,
šēpu,noun,foot-mark (a part of the liver);foot,
šēpu,,,LU
serdu,noun,olive(s),
serdû,noun,shaft,
šērdu,,,LU
ṣerhu,noun,flare,
šeriktu,noun,gift;present,
šeriʾtu,noun,(a divine garment),
šerku,noun,temple oblate,
šernu,noun,(a wooden chariot part),
serqu,noun,flour offering;strewn offering,
serrēmu,noun,wild ass,
ṣerret-šamê,noun,Rope of Heaven' (an esoteric work),
ṣerretu,noun,lead rope;leading rope,
ṣerriš,adv,like a snake?,
šerru,noun,(young) child,
ṣerru,noun,snake,
ṣerru,,,LU
šeršerratu,noun,string of beads,
šeršerru,,,LU
šērtu,noun,guilt;punishment,
šērtu,noun,morning,
šērtu,,,LU
šērṭu,noun,lint?,
sêru,verb,plaster;plastering,
šêru,verb,perform early;rise early,
šēru,noun,morning,
ṣēru,noun,back;open country;steppe;surface,
ṣēru,,,LU
šērubu,adj,brought in,
šerʾānu,noun,muscle;sinew,
Šerʾi-eburi,noun,(Elamite name of the third month),
šerʾu,noun,furrow,
šešgallu,noun,(term for a) high priest,
šeššīšu,adv,six times,
šeššu,NU,one-sixth,
šeṭû,verb,spread out,
šêtu,verb,be(come) left,
šêṭu,,,LU
šētu,noun,web,
šētu,,,LU
ṣētu,noun,bright light;daylight;drought;light,
ṣētu,,,LU
šēṭūtu,noun,neglect;negligence,
seʾru,adj,plastered,
seʾû,verb,oppress,
šeʾu,noun,grain,
šeʾû,verb,frequent;frequentation;keep seeking (out);seek (out),
šēʾu,noun,one who seeks out,
ṣêʾu,verb,hurl,
šī,IP,it;she;that,
SI.DU3,noun,(a text series),
SI4,verb,(meaning uncertain),
šiābu,verb,be(come) old,
šiāhu,verb,seriousness?,
šiāhu,,,LU
šiālu,verb,cover;smear,
siāmu,verb,be(come) red-brown;be(come) red,
šiāmu,verb,decree;determine,
siāqu,verb,be(come) narrow;constrict;make narrow,
siāqu,,,LU
šiāru,noun,morning;tomorrow,
šiāru,,,LU
šiāṣu,verb,decline;diminish;get less,
šiāti,IP,this,
ṣiātu,noun,(scholastic) explanation,
ṣiātu,noun,commentary (on words excerpted from text);distant time;eternal,
ṣibāru,noun,excrescence,
šibirru,noun,staff,
šibirtu,noun,fragment,
ṣibit-qāti,noun,manacles,
ṣibittu,noun,captivity,
ṣibittu,noun,imprisonment;seizure,
sibkarû,noun,(a bowl on a stand),
šibqu,,,LU
šibsātu,noun,anger,
šibšu,noun,straw tax,
šibṭu,noun,plague,
ṣibtu,noun,setting,
ṣibtu,noun,(a tax on cattle);increment;interest,
ṣibtu,noun,(meaning unknown);bout;grasp;grip?;holding;imprisonment;portion?;seizure;wish(?),
ṣibtu,,,LU
šību,noun,elder,
šību,noun,elder;old man;old;witness,
šību,noun,witness?;witness,
šībūtu,noun,old age,
ṣibûtu,noun,construction;desire;interest;objective;plan;purpose;wish,
sidāte,noun,(copper implements),
šiddi-nārāya,noun,riverside people,
šiddu,noun,a unit of length;along;alongside;length;normally,
šiddu,noun,a unit of length,
siddutu,noun,(meaning uncertain),
ṣidītu,noun,(travel) provisions,
sidru,noun,array,
šigaru,noun,(door) lock;bolt;neck-stock,
šigāru,noun,neck-stock,
šigāru,,,LU
šigūšu,noun,(a plant),
šihhatu,noun,wasting,
sihhu,noun,(meaning unknown),
sihirtu,noun,circumference;disk;surroundings,
sihirtu,noun,all,
šihlu,adj,second-rate;second-rate,
sihru,noun,(meaning uncertain),
ṣīhtu,noun,delights,
sīhu,noun,rebellion;revolt,
šīhu,noun,(meaning uncertain),
šīhu,adj,(meaning uncertain);eminent,
šikaru,noun,beer,
sikiltu,noun,possession(s),
šikinnu,noun,(meaning uncertain),
sikiptu,noun,rejection,
šikittu,noun,form,
sikkānu,noun,rudder,
šikkaru,,,LU
sikkatu,noun,nail;peg,
sikkatu,noun,yeast,
šikkû,noun,mongoose,
sikkūru,noun,bolt;lock,
sikkūru,noun,bolt,
šiknat-napišti,noun,living being,
šiknu,noun,setting,
šiknu,noun,act of putting/setting,
šiknu,noun,(characteristic) nature;appearance;creation;issue;nature;setting,
sikru,noun,abscess,
šikṣu,noun,cancerous mark?,
šīlān,adv,in the west,
ṣilbu,noun,(a poultice),
šilihtu,noun,offshoot,
silītu,noun,lie,
šilītu,noun,sharpness?,
šillatu,noun,booty,
šillatu,noun,blasphemy,
ṣillu,noun,protection;shade;shadow;shelter,
ṣillu,,,LU
silmu,noun,peace,
silqu,noun,cooked meat,
šiltāhiš,adv,like an arrow,
šiltāhu,noun,arrow,
siltu,noun,(a kind of groats),
šīlu,noun,hole,
siluh,noun,(a textile;reading uncertain),
Simanu,,,LU
simānu,noun,time,
simdu,noun,(a kind of flour),
ṣimdu,noun,bandage;binding,
šimiššalû,noun,box-tree,
ṣimittu,noun,(an architectural feature),
ṣimittu,noun,(yoke-)team,
simmatānû,adj,brandmarked(?),
šimmatu,noun,paralysis,
simmiltu,noun,ladder;ladders;siege-ladder,
simmu,noun,sore;wound,
simtu,noun,(person) characteristic of;appropriate symbol;appropriate way,
simtu,,,LU
šimtu,noun,ownership mark,
šīmtu,noun,death;destiny;fate,
šīmtu,,,LU
šīmu,noun,purchase (price);purchased man,
šimūtu,noun,hearing,
Sin,,,LU
Sin-ahhe-eriba,,,LU
šina,IP,they (f.);they;those,
šina,NU,two,
šīnātu,noun,urine,
šingu,noun,(meaning unknown),
šinīšu,adv,in two;into two;of two kinds;twice;two (pairs);two,
sinku,noun,tuft of wool,
šinnatu,noun,comparison (with),
ṣinnatu,noun,(a wind instrument),
sinnišat ēkalli,noun,palace woman;queen,
sinništi ēkalli,noun,queen,
sinništu,noun,female (one);female;girl;sow;wife;woman,
šinništu,noun,woman,
sinnišūtu,noun,wifehood,
šinnu,noun,ivory;tooth,
šinnu,,,LU
sinnutu,noun,brand mark;brand,
siparru,noun,bronze;fetters;shackles,
siparru,,,LU
šipātu,,,LU
šīpātu,noun,hair;wool,
šīpātu ṣalimtu,noun,black wool,
šīpātu sāmtu,noun,red wool,
šipirtu,noun,instruction;letter;message;order,
ṣipirtu,noun,(an item of clothing);scarf;waist-belt,
šipku,noun,base;casting (of metal);casting;pouring,
ṣipparātu,noun,early morning,
ṣippatu,noun,orchard,
sippu,noun,(door-)jamb;doorjamb;rim;threshold (a part of the liver),
sippu,noun,doorjamb,
sippu,,,LU
ṣippu,noun,(meaning uncertain),
ṣipputu,noun,cover,
sipru,noun,debris,
sipru,noun,document,
šipru,noun,action;craft;goal;plan;sending;skill;work?;work,
šipru,,,LU
ṣipru,noun,crest,
šipšatu,noun,architrave;door-beam;doorpost(?);vault,
šipṣu,noun,obduracy,
siptu,noun,(meaning unknown),
šiptu,noun,incantation (label);incantation;spell,
šiptu,,,LU
šipṭu,noun,judgement;punishment;rule,
šipṭu,noun,discipline,
šipṭu,,,LU
ṣīpu,noun,(meaning uncertain),
ṣīpu,noun,dyeing;soaking,
šiqdu,noun,(meaning uncertain),
šiqlu,noun,a unit of surface area;a unit of weight,
sīqu,adj,narrow;straitened,
sīqu,noun,lap,
šīqu,noun,irrigation,
šīr šumê,noun,roasted meat,
sīrāšû,noun,brewer,
sirdû,noun,(chariot) pole,
širiat,adj,(a type of bread),
ṣirihtu,noun,wailing,
sirrimu,noun,wild ass,
sīru,noun,(meaning uncertain),
sīru,noun,(wall-)plaster;plaster,
šīru,noun,condition;entrails (omen);flesh;meat,
šīru,,,LU
ṣirû,noun,brim,
ṣīru,noun,emissary,
ṣīru,adj,august;exalted;lofty;noble;supreme,
sisalhu,noun,(a qualification of sheep and oxen),
šisītu,noun,shank,
šisītu,noun,call,
šišītu,noun,membrane,
sissê,noun,horse,
sissiktu,noun,hem,
šiššu,noun,silence,
sisû,noun,horse,
sisȗ,noun,horse,
sīsu,noun,(meaning uncertain),
ṣīt libbi,noun,offspring,
ṣīt pî,noun,command,
ṣīt Šamaš,noun,sunshine,
ṣīt šamši,noun,east;sunrise,
ṣīt šamši,noun,east;sunrise,
ṣīt-libbi,noun,offspring,
ṣīt-šamši,noun,east,
ṣītān,adv,in the east,
šīti,IP,it,
šitqultu,noun,conjunction,
šitqulu,adj,balanced;equal,
šitrāhu,adj,very proud,
šiṭru,noun,(meaning unknown);(piece of) writing,
šitruhu,adj,glorious;very proud,
šittu,noun,leftovers;remainder;rest,
šittu,noun,sleep,
šītu,noun,(a textile or similar),
šīṭu,adj,negligent,
ṣītu,noun,defection;exit;loss;sortie;sunrise,
šitūltu,noun,consultation,
šitūlu,noun,deliberation,
šizbu,noun,milk;suckling;suckling,
siʾûtu,noun,pressure,
sû,noun,red sandstone,
sû,,,LU
šû,IP,it,
šū,IP,he;it;that;this,
suālu,noun,cough,
šuāti,IP,him;his;that;this;those,
šuātina,DP,these,
šuātu,noun,lord,
šuātunu,DP,these;those,
ṣubāru,,,LU
ṣubātu,noun,cloth;garment,
šubbu,adj,flattened,
ṣubbu,,,LU
ṣubbû,verb,observe (from a distance),
šubburu,adj,broken,
subbusu,adj,gathered together,
šubtu,noun,abode;ambush;base (for divine symbol);dwelling;seat;settlement;socle,
šubtu,noun,abode;dais;dwelling;seat,
šubû,noun,(a semiprecious stone),
šubû,noun,battering-ram,
šubultinbi,adj,young,
šubultu,noun,ear of barley,
šūbultu,noun,present,
šuburru,noun,anus,
ṣūd-pāni,noun,vertigo,
ṣuddû,adj,provided with provisions,
šuddulu,adj,spacious,
sudduru,adj,arranged in order;arrayed,
šudlupu,adj,exhausted,
ṣūdu,adj,spinning,
ṣūdu,,,LU
šuglû,adj,deported;deportee,
šuglû,noun,deportee,
sugullu,noun,cattle;herd,
šugummû,noun,buzzing,
šugurru,noun,(a mat),
šuh,prep,as to,
šuharmuṭu,,,LU
šuharruru,verb,lay waste,
ṣuhāru,noun,servant,
šuhattu,noun,cloak,
ṣuhattu,noun,(mng. obscure),
suhātu,noun,armpit,
šuhhû,verb,be(come) made pregnant,
suhhurtu,noun,retreat,
ṣuhhuru,adj,very small,
šuhruru,verb,lay waste,
šuhṭu,noun,anger,
ṣūhu,noun,laughter,
ṣuhurtu,noun,the young;youth(s);young man,
šūhuzu,adj,instructed,
šuillû,,,LU
sukannīnu,noun,dove;turtledove,
šukānu,noun,ornament,
šukênu,verb,prostrate oneself,
šukênu,,,LU
šukkallu,noun,vizier,
sukku,noun,chapel;shrine,
šukkudu,adj,(meaning uncertain),
sukkuku,adj,deaf;deaf;ignoramus;limited person,
sukkukūtu,noun,idiocy,
šuklulu,adj,complete;completed;intact;perfect;ungelded bull,
šuklulu,verb,complete performance;complete;perfection;restore,
šuklulu,,,LU
šūkultu,noun,feeding,
šūkulu,adj,fed,
šukuttu,noun,adornment;decoration;jewellery,
šullāmu,noun,(a type of horse),
sullû,verb,pray to;praying,
sullû,noun,disloyal speech,
sullû,,,LU
ṣullû,verb,pray to;prayer,
ṣullulu,verb,cover;roof over;roof;roofing over,
ṣullulu,adj,roofed,
šullumtu,noun,final payment,
šullumu,adj,accomplished,
šullupu,adj,torn out,
šullušu,adj,one-third,
šulmānu,noun,bribe;gift;greeting-gift;present,
šulmu,noun,audience;completeness;greeting;health;intact state;peace;safeguard;salutation;well-being (a part of the liver);well-being?;well-being,
šulmu,,,LU
šulmudu,,,LU
šulpu,noun,drinking tube,
šulputu,adj,destroyed;ruined,
sulû,noun,street,
šūlû,noun,garrison troops,
šūlû,adj,brought out;raised;removed,
šūlû,,,LU
ṣulû,noun,prayer;supplication,
šuluhhu,noun,purification (ritual);purificatory cult,
sulukannu,noun,(a food-container),
šūluku,adj,appropriate;suitable,
ṣulūlu,noun,shelter,
ṣulūlu,,,LU
sulummê,noun,peace,
sulummû,noun,peace-making;reconciliation,
šulummû,noun,good condition,
suluppu,noun,date,
šūlūtu,noun,garrison,
sumaktar,adj,fatherless servant,
sumāmītu,noun,poisoning?,
ṣumāmītu,noun,thirst,
ṣumbu,noun,wagon,
šumēla,adv,on the left,
šumēli,,,LU
šumēlu,noun,(cut of meat from) left side;left (side);left hand;left shoulder cut;left side;left;left;north;on the left,
šumēlu,noun,left (side),
Šumeru,noun,Sumerian,
šumerû,adj,Sumerian text;Sumerian,
šumma,MOD,(introducing an oath);either;if;or;whether,
Šumma-ālu-ina-mēlê-šakin,noun,(terrestrial omen series),
Šumma-izbu,noun,(anomaly omen series),
Šumma-yābil-uzni-kurri,noun,If a sheep's ear is short' (an omen text),
Šumma-yābilu-imbâ-ilsi,noun,If a sheep cries baa' (an omen),
summatu,noun,(female) dove;dove,
ṣummirātu,noun,desires;objective;wish,
summiš,adv,like a (male) dove,
summu,noun,(male) dove,
summu,,,LU
šummû,adj,burned?,
ṣummû,noun,thirst,
summuhu,adj,involved;mixed,
šummunu,verb,be(come) anointed with oil;oil,
ṣummuru,noun,desire,
šumquttu,noun,reduction,
ṣumru,noun,wish,
šumruṣu,adj,suffering,
šumšû,verb,staying overnight,
šumsuku,adj,rejected,
sūmu,noun,redness,
šumu,noun,fame;line (of text);name;omen,
šumu,,,LU
šumû,noun,roast meat,
šūmū,noun,garlic,
ṣūmu,noun,thirst,
šunagu,noun,(meaning unknown),
šunannu,noun,(a kind of tray),
šunāšunu,IP,them,
šunātunu,DP,those,
šunātunu,IP,these,
šunāʾa,NU,two each,
sunqu,noun,distress;famine;want,
sūnu,noun,sash,
sūnu,noun,lap;loin;thigh,
sūnu,,,LU
šunu,IP,every kind;they,
sununa,noun,(meaning unknown),
šunūti,IP,these;those,
šunuʾu,noun,(a type of vessel),
šupālītu,noun,lower garment,
šupālītu-halluptu,noun,reinforced lower garment,
šupālu,noun,beneath;depression;down;low-lying area;lower (one);under,
šupālû,adj,lower,
šupêltu,noun,exchange,
šupêlu,verb,exchange,
šupêlu,,,LU
šuplu,noun,melancholy,
suppû,verb,pray;prayer,
ṣuppu,verb,polish,
ṣuppu,adj,embroidered;polished,
ṣuppu,noun,white sheep,
suppuhu,adj,scattered,
šuppulu,adj,low,
ṣupru,noun,fingernail;foot;hoof;nail,
ṣupru,,,LU
šupšuqu,adj,difficult,
šuptu,noun,crush,
supû,noun,(meaning uncertain),
supû,noun,prayer,
supû,,,LU
šūpû,adj,made manifest;magnificence;magnificent;manifest;renowned,
šupuhru,noun,(a variety or part of the cedar),
supurgillu,noun,quince,
supūru,noun,sheepfold,
šuqallulu,verb,hang (down),
sūqāqû,noun,street,
suqtu,noun,chin,
sūqu,noun,street,
šuqultu,noun,weight,
šūquru,adj,precious,
šurānu,noun,cat,
surāru,noun,prayer,
ṣurāru,noun,libation,
šurbû,adj,magnificent;very great,
šurbû,noun,very great one,
šurbubu,adj,languid,
šurbubu,adj,devoted,
šurdu,noun,arrow-shaft,
šurdûtu,noun,inundation,
ṣurhu,noun,heat,
šurīnu,noun,(divine) emblem;standard,
šurmēnu,noun,cypress,
Šurpu,noun,(a ritual),
šurpu,,,LU
Šurpu,,,LU
šurqu,noun,thievery,
surrātu,noun,lies,
surri,adv,perhaps,
šurrû,verb,begin;start;start,
šurrû,verb,fast,
šurrû,noun,start,
ṣurru,noun,heart;mind,
ṣurru,noun,obsidian,
šurruhu,adj,glorious;magnificent,
ṣurrupu,,,LU
šuršubu,adj,awe-inspiring goddess,
šuršudu,adj,firmly fixed;firmly founded,
šūru,noun,reed marsh,
šuruppu,,,LU
šuruppû,noun,frost,
šuruptu,noun,(funeral) burning;burning;burnt-offering,
šušān nakkamti,noun,trainer of reserve horses,
šušān ša-pattūti,noun,horse-trainer of the open chariotry,
šušān ša-šēpi,noun,horse-trainer of the royal guard,
šušān šarri,noun,royal horse-trainer,
šušānu,noun,horse groom;horse-trainer,
susapinnu,noun,best man,
šuṣbutu,adj,imposed,
šuṣbutu,adj,provided,
šūši,NU,sixty,
šūšibu,,,LU
šušippu,noun,napkin;towel,
šušippum,noun,towel,
šušqû,adj,very high,
šušruhu,adj,glorified;glorious,
sussu,noun,(a vessel),
sussullu,noun,box,
šūšu,noun,liquorice,
šūṣû,adj,brought out,
šūṣû,adj,removal,
šūṣû,noun,outcome,
ṣuṣû,noun,reed-thicket,
šūsumu,adj,very fitting,
ṣuṣūnu,noun,(a fruit tree),
šūt,IP,what,
šūt,REL,of;those of,
šutahūqu,adj,intermixed,
šutamṭû,noun,(meaning unknown),
šutānuhu,adj,exhausted,
šutātû,adj,being in opposition,
šutēmuqu,noun,intense prayer,
šutlumu,verb,bestow,
šutlumu,verb,bestow,
šutruku,adj,be(come) shaken up,
šuttu,noun,dream,
sūtu,noun,a unit of area;a unit of capacity,
šutû,noun,(drink) consumption,
šūtu,IP,he;it,
šūtu,noun,south wind;south,
šūtu,,,LU
šutummu,noun,storehouse,
šūtuqtu,noun,averting,
šūtuqu,noun,one who surpasses,
šūtuqu,adj,made pass by,
šūturu,adj,supreme,
šūzbu,,,LU
šuʾduru,adj,troubled,
šuʾillakku,noun,(prayer of) raised hands;hand-lifting prayer,
šuʾu,noun,chick pea;chick-pea,
šuʾʾuru,adj,dirty,
ṭabāhu,verb,slaughter;slaughter,
ṭabāhu,,,LU
ṭab̄āhu,verb,be(come) slaughtered;slaughter,
tabāku,verb,be(come) crowded;pile (up);pour (out);pouring (out);shed;shedding,
tabāku,,,LU
tabālu,verb,absorb;be(come) carried off;carry away;disappear;take away,
tābalu,noun,dry land,
tabarru,noun,red wool,
ṭabhu,adj,slaughtered,
ṭābihu,noun,butcher;hangman;slaughterer;swordsman,
tābiku,noun,shedder,
tābilu,noun,one who carries off,
ṭābiš,adv,well,
tābiu,adj,lifted;loose,
tabku,noun,(grain) store,
tabku,adj,poured out;shed,
tablu,adj,theft,
tabrīmu,noun,multicoloured wool,
tabrītu,noun,vision,
tabriu,noun,(a type of real estate),
ṭābtānu,noun,benefactor,
ṭabtu,noun,salt,
ṭābtu,noun,favour;friend;good relation(s);good thing;goodness,
ṭābtu,noun,salt,
ṭābtu,,,LU
ṭābtūtu,noun,goodwill,
ṭâbu,verb,be(come) good;make good,
ṭābu,adj,favourable;good thing;good;made good;pleasant;sweet,
ṭābu,,,LU
tadānu,verb,cause to give;collect;give;giving;pay;put on sale;sale;sell;supply (food),
tādinu,noun,giver,
tādirtu,noun,darkening of mood;darkness;gloom;mourning,
tadnu,adj,given;paid;sold,
ṭahādu,verb,make abundant,
tahapšu,noun,saddle,
tāhazu,,,LU
tāhāzu,noun,battle,
tāhāzu,,,LU
ṭahdu,adj,abundant;copious,
tahsāti,noun,ambush?,
tahsistu,noun,recommendation;reminder,
tahta,prep,under,
tahtû,noun,defeat,
ṭāhu,prep,adjacent to,
tahūmu,noun,border;boundary,
tahūmu,,,LU
takāltu,noun,pouch,
tākaltu,noun,pouch (a part of the liver),
takālu,verb,encourage;give confidence;give faith;trust in;trust,
takālu,,,LU
takāpu,verb,pierce,
takbāru,noun,fattened sheep,
takiltu,noun,blue-purple wool,
tākilu,noun,one who trusts,
takkassu,noun,(small) block of stone;piece of stone,
takkussu,noun,tube,
taklimtu,noun,display,
taklu,adj,reliable;relying on;trusting,
takmīsu,noun,offering table,
takmīsu,noun,(a slaughtered sheep);(meaning uncertain),
takpertu,noun,purification (ceremony),
takpītu,noun,(a kidney-shaped gem),
takpu,noun,(a carrying basket);basket,
takrimāti,noun,autumn,
takṣâtu,noun,cold weather,
takšû,noun,tripod,
taktīmu,verb,(textile) cover,
tākultu,noun,(cultic) meal,
talbītu,noun,district,
talīmu,noun,favourite brother,
tālittu,noun,birth;offspring of animals,
tallakku,noun,(a cult object);cart,
tallaktu,noun,(meaning uncertain);cart;procedure;walkway;way (of life),
tallu,noun,(meaning uncertain);crossbar;shaft,
tallultu,noun,trappings,
tallulu,adj,equipped;fitted-out,
talmīdu,noun,apprentice,
talpittu,noun,barn,
taltallakku,noun,(a cult object),
taltallû,noun,stamen,
taltallû,noun,palm frond?,
tāluku,noun,(meaning uncertain);course,
talʾītu,noun,(absorptive) dressing,
tamāhu,verb,grasp;make grasp,
tāmartu,noun,appearance;audience gift;inspection?;inspection;observation,
tāmartu,,,LU
tamarzu,noun,(meaning unknown),
tamhāru,noun,battle,
tāmihu,noun,one who grasps,
tamītu,noun,oath;oracle query,
tamkār sisê,noun,horse trader,
tamkāru,noun,merchant;moneylender,
tamlītu,noun,filling;inlay,
tamlīu,noun,terrace,
tamriqtu,noun,crushing,
tamšāru,noun,whip(-thong),
tamšīltu,,,LU
tamšīlu,noun,likeness,
tamtalku,adj,circumspect,
tāmti,noun,sea,
tāmtimuwa,adj,of the sea,
tamṭītu,noun,diminution;loss,
tāmtu,,,LU
tamû,adj,bound,
tamû,verb,(meaning uncertain);adjure;conjure;forfeit;make swear;swear,
tamû,,,LU
ṭanāpu,verb,stain,
tanattu,noun,praise,
tānēhu,noun,exhaustion;weariness,
tanittu,noun,(hymn of) praise,
ṭanû,verb,(meaning uncertain),
tanūku,noun,(meaning unknown),
tāpalu,noun,pair (of objects),
ṭapālu,,,LU
taphu,noun,(a metal cauldron),
taphurtu,noun,assembly,
tappaštu,noun,blanket;rug,
tappinnu,noun,(a kind of bread);(a kind of flour),
tappû,noun,(meaning uncertain);associate,
tapqertu,noun,dispute,
tapsû,noun,covering,
tapšuhtu,noun,relief,
taqānu,verb,be(come) secure;be(coming) secure;keep in order;keep safe;put in order,
taqānu,,,LU
taqnu,adj,safe,
taqrintu,noun,collection?,
ṭarādu,verb,drive away;send away;send off,
ṭarādu,,,LU
tarāku,verb,being dark;pound,
tarāku,,,LU
tarammu,noun,corn heap;grain heap,
tarānu,,,LU
